user_number,TP,TN,FP,FN
1356,0,377,1,0
1357,0,458,1,0
1358,0,357,1,0
1359,0,355,1,0
1360,0,354,1,0
1361,0,355,1,0
1362,0,355,1,0
1363,0,210,1,0
1364,0,362,1,0
1365,13,337,0,0
1366,0,354,1,0
1367,0,356,1,0
1368,0,354,1,0
1369,0,355,1,0
1370,0,355,1,0
1371,0,361,1,0
1372,0,355,1,0
1373,0,354,1,0
1374,0,354,1,0
1375,0,356,1,0
1376,0,244,2,0
1377,0,354,1,0
1378,0,361,1,0
1379,28,191,3,2
1380,0,212,1,0
1381,0,354,1,0
1382,0,355,1,0
1383,0,182,1,0
1384,0,360,1,0
1385,0,354,1,0
1386,0,365,1,0
1387,0,354,1,0
1388,0,356,1,0
1389,0,354,1,0
1390,0,359,1,0
1391,0,256,1,0
1392,0,355,1,0
1393,0,361,1,0
1394,0,354,1,0
1395,0,355,1,0
1396,0,356,1,0
1397,0,354,1,0
1398,0,439,1,0
1399,0,354,1,0
1400,0,354,2,0
1401,0,354,1,0
1402,0,355,1,0
1403,0,356,1,0
1404,0,361,1,0
1405,4,289,4,0
1406,0,441,1,0
1407,0,357,1,0
1408,0,354,1,0
1409,0,354,1,0
1410,0,354,1,0
1411,0,355,1,0
1412,0,358,1,0
1413,0,354,1,0
1414,0,354,1,0
1415,0,354,1,0
1416,0,354,1,0
1417,0,354,1,0
1418,13,342,0,0
1419,9,346,0,0
1420,0,356,1,0
1421,0,354,1,0
1422,0,425,1,0
1423,0,354,1,0
1424,0,357,1,0
1425,0,404,1,0
1426,0,355,1,0
1427,0,352,4,0
1428,0,356,1,0
1429,0,354,1,0
1430,0,355,1,0
1431,0,363,1,0
1432,0,457,1,0
1433,0,359,1,0
1434,0,354,1,0
1435,0,355,1,0
1436,0,354,1,0
1437,0,354,1,0
1438,0,354,1,0
1439,0,354,1,0
1440,0,227,1,0
1441,0,355,1,0
1442,0,81,1,0
1443,0,354,1,0
1444,0,444,1,0
1445,0,107,1,0
1446,0,59,1,0
1447,0,360,1,0
1448,11,345,0,0
1449,0,356,1,0
1450,0,355,1,0
1451,0,357,1,0
1452,0,354,1,0
1453,0,114,2,0
1454,0,354,1,0
1455,0,109,1,0
1456,0,355,1,0
1457,0,354,1,0
1458,0,355,1,0
1459,0,355,1,0
1460,0,356,1,0
1461,0,355,1,0
1462,14,341,0,0
1463,0,355,1,0
1464,0,359,1,0
1465,0,412,1,0
1466,14,341,0,0
1467,0,471,1,0
1468,0,169,1,0
1469,0,353,2,0
1470,0,354,1,0
1471,0,354,1,0
1472,0,356,1,0
1473,31,294,10,0
1474,0,354,1,0
1475,0,355,1,0
1476,0,354,1,0
1477,0,354,1,0
1478,0,354,1,0
1479,0,356,1,0
1480,32,172,0,0
1481,0,356,1,0
1482,0,356,1,0
1483,0,354,1,0
1484,0,355,1,0
1485,0,355,1,0
1486,0,354,1,0
1487,0,354,1,0
1488,0,355,2,0
1489,0,354,1,0
1490,3,153,2,0
1491,0,355,1,0
1492,0,354,1,0
1493,0,246,1,0
1494,0,355,1,0
1495,0,354,1,0
1496,0,354,1,0
1497,0,355,1,0
1498,0,354,1,0
1499,0,364,1,0
1500,0,354,1,0
1501,0,355,1,0
1502,0,355,1,0
1503,0,355,1,0
1504,0,410,1,0
1505,0,355,1,0
1506,0,355,1,0
1507,0,354,1,0
1508,0,354,1,0
1509,0,92,1,0
1510,0,222,1,0
1511,0,354,1,0
1512,0,355,1,0
1513,0,504,1,0
1514,0,354,1,0
1515,0,355,1,0
1516,0,389,1,0
1517,0,355,1,0
1518,0,354,1,0
1519,0,354,1,0
1520,0,354,1,0
1521,0,355,1,0
1522,0,354,1,0
1523,0,354,1,0
1524,0,354,1,0
1525,0,354,1,0
1526,0,354,1,0
1527,0,416,1,0
1528,0,354,1,0
1529,2,283,2,0
1530,0,355,1,0
1531,0,161,1,0
1532,0,157,1,0
1533,0,366,1,0
1534,0,407,1,0
1535,0,355,1,0
1536,0,71,1,0
1537,0,355,1,0
1538,0,434,1,0
1539,0,355,1,0
1540,0,355,1,0
1541,0,397,2,0
1542,0,374,1,0
1543,0,356,1,0
1544,0,354,1,0
1545,0,355,1,0
1546,0,356,1,0
1547,0,354,1,0
1548,0,357,1,0
1549,0,354,1,0
1550,0,357,1,0
1551,0,76,1,0
1552,0,354,1,0
1553,0,354,1,0
1554,0,356,1,0
1555,0,356,1,0
1556,0,354,1,0
1557,0,354,1,0
1558,0,357,1,0
1559,0,356,1,0
1560,0,354,1,0
1561,0,356,1,0
1562,0,355,1,0
1563,0,355,1,0
1564,0,223,1,0
1565,0,355,1,0
1566,0,355,1,0
1567,0,264,1,0
1568,0,354,1,0
1569,0,354,1,0
1570,0,355,1,0
1571,0,354,1,0
1572,0,493,1,0
1573,14,294,52,0
1574,0,407,1,0
1575,0,356,1,0
1576,0,356,1,0
1577,0,366,1,0
1578,0,457,1,0
1579,0,356,1,0
1580,0,124,1,0
1581,0,354,1,0
1582,0,355,1,0
1583,0,356,1,0
1584,4,213,3,0
1585,0,354,1,0
1586,0,355,1,0
1587,0,355,1,0
1588,0,354,1,0
1589,0,168,1,0
1590,0,354,1,0
1591,0,355,1,0
1592,0,355,1,0
1593,0,355,1,0
1594,0,354,1,0
1595,0,354,1,0
1596,0,355,1,0
1597,0,354,1,0
1598,0,354,1,0
1599,0,354,1,0
1600,0,354,1,0
1601,0,355,1,0
1602,0,354,1,0
1603,0,354,1,0
1604,0,355,1,0
1605,0,359,1,0
1606,0,407,1,0
1607,0,354,1,0
1608,0,356,1,0
1609,0,354,1,0
1610,0,354,1,0
1611,0,355,1,0
1612,0,104,1,0
1613,0,354,1,0
1614,0,354,1,0
1615,0,354,1,0
1616,0,30,1,0
1617,0,355,1,0
1618,0,354,1,0
1619,0,354,1,0
1620,0,354,1,0
1621,0,354,1,0
1622,0,354,1,0
1623,0,355,1,0
1624,0,360,1,0
1625,0,354,1,0
1626,0,354,1,0
1627,0,193,1,0
1628,0,354,1,0
1629,0,354,1,0
1630,0,354,1,0
1631,0,366,1,0
1632,29,210,0,1
1633,0,354,1,0
1634,0,354,1,0
1635,0,354,1,0
1636,0,355,1,0
1637,0,355,1,0
1638,0,356,1,0
1639,0,354,1,0
1640,0,354,1,0
1641,0,354,1,0
1642,0,354,1,0
1643,0,355,1,0
1644,0,354,1,0
1645,0,354,1,0
1646,0,354,1,0
1647,0,354,1,0
1648,0,355,1,0
1649,0,354,1,0
1650,0,354,1,0
1651,2,152,4,0
1652,0,354,1,0
1653,0,405,1,0
1654,0,354,1,0
1655,0,354,1,0
1656,0,354,1,0
1657,0,354,1,0
1658,0,354,1,0
1659,0,354,1,0
1660,0,356,1,0
1661,0,354,1,0
1662,0,355,1,0
1663,0,354,1,0
1664,0,223,1,0
1665,0,151,1,0
1666,0,354,1,0
1667,0,390,1,0
1668,0,377,1,0
1669,0,37,1,0
1670,0,355,1,0
1671,0,356,1,0
1672,0,354,1,0
1673,0,355,1,0
1674,0,494,1,0
1675,0,354,1,0
1676,0,463,1,0
1677,0,354,1,0
1678,0,466,3,0
1679,0,354,1,0
1680,0,354,1,0
1681,0,355,1,0
1682,0,361,1,0
1683,0,355,1,0
1684,0,354,1,0
1685,0,355,1,0
1686,0,355,1,0
1687,10,130,18,13
1688,0,354,1,0
1689,0,356,1,0
1690,0,354,1,0
1691,0,354,1,0
1692,0,355,1,0
1693,0,423,1,0
1694,0,355,1,0
1695,0,367,1,0
1696,0,354,1,0
1697,0,357,1,0
1698,0,403,1,0
1699,0,364,1,0
1700,0,355,1,0
1701,0,468,1,0
1702,0,354,1,0
1703,0,354,1,0
1704,0,354,1,0
1705,0,354,1,0
1706,0,502,1,0
1707,0,356,1,0
1708,0,356,1,0
1709,0,335,1,0
1710,0,354,1,0
1711,0,353,2,0
1712,3,180,3,0
1713,0,359,1,0
1714,0,355,1,0
1715,0,354,1,0
1716,0,356,1,0
1717,0,355,1,0
1718,0,357,1,0
1719,0,354,1,0
1720,0,181,1,0
1721,0,362,1,0
1722,0,359,1,0
1723,0,362,2,0
1724,0,354,1,0
1725,0,354,1,0
1726,23,255,1,2
1727,0,468,1,0
1728,0,354,1,0
1729,0,355,1,0
1730,0,354,1,0
1731,0,297,1,0
1732,0,356,1,0
1733,0,354,1,0
1734,0,355,1,0
1735,0,354,1,0
1736,0,357,1,0
1737,0,354,1,0
1738,0,354,1,0
1739,0,355,1,0
1740,0,355,1,0
1741,0,355,1,0
1742,0,354,1,0
1743,0,354,1,0
1744,0,375,1,0
1745,0,361,1,0
1746,0,354,1,0
1747,0,205,1,0
1748,0,354,1,0
1749,0,354,1,0
1750,0,463,2,0
1751,0,354,1,0
1752,0,355,1,0
1753,0,354,1,0
1754,0,354,1,0
1755,0,359,1,0
1756,0,354,1,0
1757,0,356,1,0
1758,0,354,1,0
1759,0,105,1,0
1760,0,360,1,0
1761,0,354,1,0
1762,0,354,1,0
1763,0,354,1,0
1764,0,358,1,0
1765,0,356,1,0
1766,0,355,1,0
1767,0,355,1,0
1768,0,355,1,0
1769,0,355,1,0
1770,0,355,1,0
1771,0,356,1,0
1772,0,354,1,0
1773,0,355,1,0
1774,0,354,1,0
1775,0,355,1,0
1776,0,355,1,0
1777,0,356,1,0
1778,0,355,1,0
1779,0,60,1,0
1780,0,363,1,0
1781,0,354,1,0
1782,0,354,1,0
1783,0,357,1,0
1784,0,354,1,0
1785,0,355,1,0
1786,0,354,2,0
1787,0,354,1,0
1788,0,356,1,0
1789,0,354,1,0
1790,0,354,1,0
1791,0,354,1,0
1792,0,416,1,0
1793,0,373,1,0
1794,0,354,1,0
1795,0,356,1,0
1796,0,355,1,0
1797,0,355,1,0
1798,0,354,1,0
1799,0,480,1,0
1800,0,353,2,0
1801,0,355,1,0
1802,0,444,1,0
1803,0,355,1,0
1804,0,352,3,0
1805,0,354,1,0
1806,2,300,1,0
1807,0,354,1,0
1808,0,354,1,0
1809,0,354,1,0
1810,7,314,3,22
1811,0,354,1,0
1812,0,354,1,0
1813,29,150,0,0
1814,0,354,1,0
1815,0,354,1,0
1816,0,246,1,0
1817,0,355,1,0
1818,0,354,1,0
1819,0,354,1,0
1820,25,152,0,2
1821,0,354,1,0
1822,0,445,1,0
1823,0,354,1,0
1824,0,354,1,0
1825,0,415,1,0
1826,0,355,1,0
1827,0,354,1,0
1828,0,361,1,0
1829,0,354,1,0
1830,0,354,1,0
1831,0,245,1,0
1832,0,354,1,0
1833,0,355,1,0
1834,0,356,1,0
1835,0,131,1,0
1836,0,356,1,0
1837,0,354,1,0
1838,0,355,1,0
1839,0,354,1,0
1840,0,355,1,0
1841,0,354,1,0
1842,0,354,1,0
1843,0,354,1,0
1844,0,355,1,0
1845,0,354,1,0
1846,0,354,1,0
1847,0,237,1,0
1848,0,355,1,0
1849,0,354,2,0
1850,0,355,1,0
1851,0,354,1,0
1852,0,354,1,0
1853,0,354,1,0
1854,0,354,1,0
1855,0,355,1,0
1856,0,110,2,0
1857,0,357,1,0
1858,0,355,1,0
1859,0,356,1,0
1860,4,351,1,0
1861,0,356,1,0
1862,0,354,1,0
1863,0,356,1,0
1864,13,155,23,20
1865,0,356,1,0
1866,0,355,1,0
1867,0,355,1,0
1868,0,354,1,0
1869,0,354,1,0
1870,0,354,1,0
1871,0,354,1,0
1872,0,354,1,0
1873,0,425,1,0
1874,1,211,0,1
1875,0,288,1,0
1876,0,354,1,0
1877,0,359,1,0
1878,0,228,1,0
1879,0,356,1,0
1880,0,354,2,0
1881,0,354,1,0
1882,0,383,1,0
1883,0,354,1,0
1884,0,354,1,0
1885,0,355,1,0
1886,0,112,1,0
1887,0,354,1,0
1888,0,358,1,0
1889,0,355,1,0
1890,0,354,1,0
1891,0,354,1,0
1892,10,345,0,0
1893,0,354,1,0
1894,0,361,1,0
1895,19,137,21,7
1896,0,356,1,0
1897,0,354,1,0
1898,0,203,1,0
1899,0,354,1,0
1900,3,297,3,0
1901,0,171,1,0
1902,0,451,1,0
1903,0,354,1,0
1904,0,354,1,0
1905,0,354,1,0
1906,0,356,1,0
1907,0,355,1,0
1908,0,354,1,0
1909,0,21,1,0
1910,0,354,1,0
1911,0,354,1,0
1912,0,355,1,0
1913,0,355,1,0
1914,0,354,1,0
1915,9,346,0,0
1916,0,354,1,0
1917,0,354,1,0
1918,0,354,1,0
1919,0,354,1,0
1920,0,354,1,0
1921,0,354,1,0
1922,4,309,2,0
1923,0,23,2,0
1924,0,441,1,0
1925,3,323,1,0
1926,0,355,1,0
1927,0,354,1,0
1928,0,355,1,0
1929,0,332,1,0
1930,0,355,1,0
1931,0,354,1,0
1932,0,372,1,0
1933,0,354,1,0
1934,0,355,1,0
1935,0,355,1,0
1936,0,354,1,0
1937,0,354,1,0
1938,0,357,1,0
1939,0,354,1,0
1940,0,448,1,0
1941,0,354,3,0
1942,0,356,1,0
1943,0,354,2,0
1944,0,76,1,0
1945,0,462,1,0
1946,0,354,1,0
1947,0,357,1,0
1948,0,365,1,0
1949,0,273,1,0
1950,0,356,1,0
1951,0,355,1,0
1952,0,355,1,0
1953,0,355,1,0
1954,0,365,1,0
1955,0,354,1,0
1956,0,409,1,0
1957,0,354,1,0
1958,0,355,1,0
1959,0,354,1,0
1960,0,354,2,0
1961,0,354,1,0
1962,0,354,1,0
1963,0,356,2,0
1964,0,354,1,0
1965,0,415,1,0
1966,0,355,1,0
1967,0,355,1,0
1968,0,354,1,0
1969,0,355,1,0
1970,0,355,1,0
1971,0,357,1,0
1972,0,82,1,0
1973,0,354,1,0
1974,0,360,1,0
1975,0,354,1,0
1976,0,355,1,0
1977,0,354,1,0
1978,0,353,2,0
1979,2,315,0,0
1980,0,357,1,0
1981,0,162,1,0
1982,0,354,1,0
1983,0,476,1,0
1984,9,137,0,21
1985,0,354,1,0
1986,0,155,1,0
1987,0,354,1,0
1988,0,354,1,0
1989,3,273,1,0
1990,0,355,1,0
1991,0,355,1,0
1992,0,354,1,0
1993,0,355,1,0
1994,0,354,1,0
1995,0,354,1,0
1996,0,356,1,0
1997,0,243,1,0
1998,0,354,1,0
1999,0,356,1,0
